코 드,적용일자,품 명,규 격,단 위,상한금액,제조회사,재 질,수입업소,급여구분,구분변경
M6630084,20250401,TRACHEOSTOMY TUBE HOLDER,전규격,1EA,3690,YANGZHOU BESSENT  TRADING CO./LTD,POLYESTER/ NYLON 등,에스에이치메디칼(주),급여,
M6630085,20250401,SOFT TRACHEOSTOMY TUBE HOLDER,전규격,1EA,3690,WELL LEAD MEDICAL CO./LTD.,FIBER,대석메드,급여,
M6630086,20250401,TRACHEOSTOMY TUBE NECKBAND ,전규격,1EA,3690,MEDLINE INDUSTRIES/ LP,스폰지/ 나일론 등 ,메드라인코리아 유한책임회사,급여,
M6630108,20250401,의료기구용클립,전규격,1EA,3690,ANJI HUIFENG SURGICAL DRESSINGS CO./ LTD.,부직포/ 벨크로 외,태명헬스케어,급여,
M6630141,20250401,트라넥,전규격,1EA,3690,KOREAMEDICAL,부직포/ 벨크로 등,(주)코리아메디칼,급여,
M6630182,20250401,WELLEAD TRACHEOSTOMY TUBE HOLDER,전규격,1EA,3690,WELL LEAD MEDICAL CO./ LTD.      ,폴리프로필렌/폴리바이닐알코올/나일론/폴리비닐부티랄/포리에스터/라텍스,(주)홍은 메디칼,급여,
M6801013,20250401,EZ-IO STABILIZER,전규격,1EA,7040,TELEFLEX MEDICAL,PVC 등,텔레플렉스코리아(유),급여,
P0001001,20250401,일회용부항컵,전규격,1EA,124,성호통상,GPPS/ SILICONE,성호통상,급여,
P0001002,20250401,일회용부항컵,전규격,1EA,124,동방침구제작소,POLYPROPYLENE/ SILICONE,동방침구제작소,급여,
P0001003,20250401,일회용부항컵,전규격,1EA,124,서울메디칼,GPPS/ SILICONE,서울메디칼,급여,
P0001004,20250401,일회용부항컵,전규격,1EA,124,디이메디칼상사,PS/ 플라스틱/ 실리콘,디이메디칼상사,급여,
P0001005,20250401,일회용부항컵,전규격,1EA,124,행림서원의료기,폴리스타이렌,행림서원의료기,급여,
P0001006,20250401,일회용부항컵,전규격,1EA,124,하이헬스,POLYSTYRENE,하이헬스,급여,
P0001007,20250401,일회용부항컵,전규격,1EA,124,굿플,PE/ 실리콘,굿플,급여,
P0001008,20250401,일회용부항컵,전규격,1EA,124,HANSUNG GREENPACK CO. LTD,PP,주식회사 한성그린팩,급여,
P0001009,20250401,일회용부항컵,전규격,1EA,124,DANA MEDICAL,POLYPROPYLENE/ SILICONE,다나메디컬,급여,
P0001010,20250401,일회용부항컵,전규격,1EA,124,SINATECH,폴리프로필렌 등,신아테크,급여,
P0001011,20250401,일회용부항컵,전규격,1EA,124,JINAN WEIYANG MEDICAL APPLIANCE SCIENCE AND TECHNOLOGY CO./LTD,POLYPROPYLENE/ POLYSTYRENE/ SILICONE,우전침구제작소,급여,
P0001012,20250401,일회용부항컵,전규격,1EA,124,CANGZHOU WEIKANG FOOD & PHARMACEUTICAL PACKAGE CO./LTD,POLYPROPYLENE/ SILICONE,주식회사메디글로벌,급여,
TAA01001,20250401,AMNIOTIC MEMBRANE,전규격,1EA,231180,(재)한국공공조직은행 서울성모조직은행,AMNIOTIC MEMBRANE,(재)한국공공조직은행 서울성모조직은행,급여,
TAA01004,20250401,AMNIOTIC MEMBRANE,전규격,1EA,161830,경북대학교병원,AMNIOTIC MEMBRANE,경북대학교병원,급여,
TAA01005,20250401,AM-C15,전규격,1EA,231180,AMNOS COMPANY LTD.,AMNIOTIC MEMBRANE,(주)엠노스코리아,급여,
TAA01007,20250401,AMNIOTIC MEMBRANE,전규격,1EA,135680,삼성서울병원,AMNIOTIC MEMBRANE,삼성서울병원,급여,
TAA01008,20250401,AMNIOTIC MEMBRANE,전규격,1EA,76320,서울아산병원,AMNIOTIC MEMBRANE,서울아산병원,급여,
TAA01009,20250401,AMNIOTIC MEMBRANE,전규격,1EA,161830,연세대학교의과대학세브란스병원,AMNIOTIC MEMBRANE,연세대학교의과대학세브란스병원,급여,
TAA01011,20250401,AMBIO DRY2,전규격,1EA,231180,SURGICAL BIOLOGICS LLC,AMNIOTIC MEMBRANE,㈜제이제이,급여,
TAA01013,20250401,ALLOAMNION,전규격,1EA,231180,시지바이오,AMNIOTIC MEMBRANE,시지바이오,급여,
TAA01022,20250401,MEGAAMNION,전규격,1EA,231180,엘앤씨바이오,AMNIOTIC MEMBRANE,엘앤씨바이오,급여,
TAA01060,20250401,AMNION MEMBRANE,전규격,1EA,231180,주식회사올소테크,AMNIOTIC MEMBRANE,주식회사올소테크,급여,
TAA01078,20250401,AMNION,전규격,1EA,231180,(재)한국공공조직은행 성남조직은행,AMNIOTIC MEMBRANE,(재)한국공공조직은행 성남조직은행,급여,
TAA01079,20250401,MS AMNION,전규격,1EA,231180,(주)엠에스바이오,AMNIOTIC MEMBRANE,(주)엠에스바이오,급여,
TBA01001,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,셀루메드,급여,
TBA01002,20250401,BONE CHIP(CANCELLOUS/CRUSHED CANCELLOUS),5CC,1EA,186320,LIFENET HEALTH,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA01003,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,MUSCULOSKELETAL TRANSPLANT FOUNDATION,CANCELLOUS BONE,한솔메디칼,급여,
TBA01004,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,두성인터내셔날(주),급여,
TBA01006,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,킴스메디텍,급여,
TBA01008,20250401,CANCELLOUS BONE CHIP,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,리쏘스티슈뱅크,급여,
TBA01009,20250401,ALLOBONE CANCELLOUS CUBE/CRUSHED,5CC,1EA,186320,시지바이오,CANCELLOUS BONE,시지바이오,급여,
TBA01011,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,(재)한국공공조직은행 서울성모조직은행,CANCELLOUS BONE,(재)한국공공조직은행 서울성모조직은행,급여,
TBA01013,20250401,HUMAN BONE CANCELLOUS BONE CHIP,5CC,1EA,130420,가톨릭대학교성빈센트병원,CANCELLOUS BONE,가톨릭대학교성빈센트병원,급여,
TBA01014,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,경북대학교병원,CANCELLOUS BONE,경북대학교병원,급여,
TBA01019,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,삼성서울병원,CANCELLOUS BONE,삼성서울병원,급여,
TBA01024,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,연세대학교의과대학세브란스병원,CANCELLOUS BONE,연세대학교의과대학세브란스병원,급여,
TBA01025,20250401,CANCELLUS BONE CHIPS,5CC,1EA,130420,의료법인한라병원,CANCELLOUS BONE,의료법인한라병원,급여,
TBA01031,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,아주대학교병원,CANCELLOUS BONE,아주대학교병원,급여,
TBA01055,20250401,CANCELLOUS BONE CHIP,5CC,1EA,127200,충남대학교병원,CANCELLOUS BONE,충남대학교병원,급여,
TBA01060,20250401,CANCELLOUS CHIP,5CC,1EA,186320,주식회사올소테크,CANCELLOUS BONE,주식회사올소테크,급여,
TBA01064,20250401,CANCELLOUS CHIPS,5cc,1EA,186320,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,위즈메디텍,급여,
TBA01067,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,서울메디칼,급여,
TBA01068,20250401,CANCELLOUS CHIP,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,엘앤씨바이오,급여,
TBA01069,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,(재)한국공공조직은행 양산부산대조직은행,CANCELLOUS BONE,(재)한국공공조직은행 양산부산대조직은행,급여,
TBA01071,20250401,CANCELLOUS BONE CHIP,5CC,1EA,130420,(재)한국공공조직은행 빛고을전남대조직은행,CANCELLOUS BONE,(재)한국공공조직은행 빛고을전남대조직은행,급여,
TBA01074,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜맥스메디팜,급여,
TBA01077,20250401,CANCELLOUS CHIP,5CC,1EA,186320,ALLOSOURCE,CANCELLOUS BONE,㈜알로메드,급여,
TBA01078,20250401,CANCELLOUS BONE CHIP,5CC,1EA,167690,(재)한국공공조직은행   성남조직은행,CANCELLOUS BONE,(재)한국공공조직은행   성남조직은행,급여,
TBA01080,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)코어메드,급여,
TBA01081,20250401,CANCELLOUS CUBES,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)코어메드,급여,
TBA01082,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜코어메드,급여,
TBA01083,20250401,CANCELLOUS CUBES,5CC,1EA,186320,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜코어메드,급여,
TBA01084,20250401,SURECHIP,5CC,1EA,186320,한스바이오메드,CANCELLOUS BONE,한스바이오메드,급여,
TBA01085,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,ALLOSOURCE,CANCELLOUS BONE,한스바이오메드,급여,
TBA01086,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)인터메드,급여,
TBA01088,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,㈜메디알로,급여,
TBA01090,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,주식회사 리젠바이오,급여,
TBA01091,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA ,CANCELLOUS BONE,(주)알로젠,급여,
TBA01092,20250401,CANCELLOUS CUBE,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA ,CANCELLOUS BONE,(주)알로젠,급여,
TBA01094,20250401,CANCELLOUS BONE,5CC,1EA,186320,LIFE LINK TISSUE BANK,CANCELLOUS BONE,(주)로킷헬스케어,급여,
TBA01095,20250401,CANCELLOUS CUBES,5CC,1EA,186320,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,주식회사 제이비엠그룹,급여,
TBA01096,20250401,A+OSS BONE CHIP/ A1 BONE CHIP,5CC,1EA,186320,(주)메드파크,CANCELLOUS BONE,(주)메드파크,급여,
TBA01097,20250401,CANCELLOUS COARSE ,5CC,1EA,186320,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,주식회사 도프 ,급여,
TBA01098,20250401,OMNI BONE CHIP,5CC,1EA,186320,(주)케이엘엠바이오,CANCELLOUS BONE,(주)케이엘엠바이오,급여,
TBA01099,20250401,CANCELLOUS,5CC,1EA,186320,LIFELINK TISSUE BANK,CANCELLOUS BONE,(주)메디스톤,급여,
TBA01101,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,셀루메드,CANCELLOUS BONE,셀루메드,급여,
TBA01103,20250401,MILLED CANCELLOUS CHIPS,5CC,1EA,186320,MUSCULOSKELETAL TRANSPLANT FOUNDATION,CANCELLOUS BONE,한솔메디칼,급여,
TBA01104,20250401,CANCELLOUS CRUSHED,5CC,1EA,186320,AZIYO BIOLOGICS/ LNC,CANCELLOUS BONE(CRUSHED),두성인터내셔날,급여,
TBA01109,20250401,CANCELLOUS BONE CHIP,5CC,1EA,186320,ALLOSOURCE,CANCELLOUS BONE,시지바이오,급여,
TBA01167,20250401,CANCELLOUS CUBES,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,서울메디칼,급여,
TBA01168,20250401,CANCELLOUS CHIP,5CC,1EA,186320,엘앤씨바이오,CANCELLOUS BONE,엘앤씨바이오,급여,
TBA01174,20250401,CANCELLOUS CUBES,5CC,1EA,186320,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜맥스메디팜,급여,
TBA01177,20250401,CANCELLOUS CRUSHED,5CC,1EA,186320,ALLOSOURCE,CANCELLOUS BONE,㈜알로메드,급여,
TBA01180,20250401,CANCELLOUS,5CC,1EA,186320,LIFELINK TISSUE BANK,CANCELLOUS BONE,코어메드,급여,
TBA01185,20250401,CANCELLOUS,5CC,1EA,186320,LIFELINK TISSUE BANK,CANCELLOUS BONE,한스바이오메드(주),급여,
TBA01186,20250401,CANCELLOUS,5CC,1EA,186320,LIFELINKTISSUEBANK,CANCELLOUS BONE,(주)인터메드,급여,
TBA01188,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,PINNACLE TRANSPLANT TECHNOLOGIES/ LLC,CANCELLOUS BONE,(주)메디알로,급여,
TBA01190,20250401,CANCELLOUS CUBES,5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,주식회사 리젠바이오,급여,
TBA01195,20250401,CANCELLOUS COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,주식회사 제이비엠그룹,급여,
TBA01203,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,DIZG(GERMAN INSTITUTE FOR CELL AND TISSUE REPLACEMENT),CANCELLOUS BONE,한솔메디칼,급여,
TBA01209,20250401,CANCELLOUS CHIP/COARSE,5CC,1EA,186320,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,시지바이오,급여,
TBA01268,20250401,CANCELLOUS CUBE,5CC,1EA,186320,엘앤씨바이오,CANCELLOUS BONE,엘앤씨바이오,급여,
TBA01274,20250401,CANCELLOUS CRUSHED,5cc,1EA,186320,AZIYO BIOLOGICS/ LNC.,CANCELLOUS BONE,(주)맥스메디팜,급여,
TBA01290,20250401,ENBONE CANCELLOUS COARSE,5CC,1EA,186320,주식회사 리젠바이오,CANCELLOUS BONE,주식회사 리젠바이오,급여,
TBA01303,20250401,CANCELLOUS,5cc,1EA,186320,LIFELINKTISSUEBANK,CANCELLOUS BONE,(주)한솔메디칼,급여,
TBA01309,20250401,CANCELLOUS CHIPS,5cc,1EA,186320,TISSUE BANK INTERNATIONAL,CANCELLOUS BONE,시지바이오,급여,
TBA01374,20250401,CANCELLOUS GRANULES,5cc,1EA,186320,AZIYO BIOLOGICS/ LNC.,CANCELLOUS BONE,(주)맥스메디팜,급여,
TBA01409,20250401,CANCELLOUS(CHIP/CRUSHED/COARSE/CUBE),5CC,1EA,186320,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,시지바이오,급여,
TBA01502,20250401,CANCELLOUS (CHIP/COARSE/CRUSHED/CRUSHED COARSE/CUBE),5CC,1EA,186320,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA01602,20250401,CANCELLOUS CHIPS,5CC,1EA,186320,LIFELINK TISSUE BANK,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA01702,20250401,CRUSHED CANCELLOUS CHIPS,5cc,1EA,186320,LIFENET HEALTH,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA02001,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,셀루메드,급여,
TBA02002,20250401,BONE CHIP(CANCELLOUS/CRUSHED CANCELLOUS),10CC,1EA,279500,LIFENET HEALTH,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA02003,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,DIZG(GERMAN INSTITUTE FOR CELL AND TISSUE REPLACEMENT),CANCELLOUS BONE,한솔메디칼,급여,
TBA02004,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,두성인터내셔날(주),급여,
TBA02006,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,킴스메디텍,급여,
TBA02008,20250401,CANCELLOUS BONE CHIP,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,리쏘스티슈뱅크,급여,
TBA02009,20250401,ALLOBONE CANCELLOUS CUBE/CRUSHED,10CC,1EA,279500,시지바이오,CANCELLOUS BONE,시지바이오,급여,
TBA02011,20250401,CANCELLOUS BONE CHIP,10CC,1EA,195640,(재)한국공공조직은행 서울성모조직은행,CANCELLOUS BONE,(재)한국공공조직은행 서울성모조직은행,급여,
TBA02013,20250401,HUMAN BONE CANCELLOUS BONE CHIP,10CC,1EA,195640,가톨릭대학교성빈센트병원,CANCELLOUS BONE,가톨릭대학교성빈센트병원,급여,
TBA02014,20250401,CANCELLOUS BONE CHIP,10CC,1EA,195640,경북대학교병원,CANCELLOUS BONE,경북대학교병원,급여,
TBA02019,20250401,ALLOGRAFT BONE CHIP,10CC,1EA,195640,삼성서울병원,CANCELLOUS BONE,삼성서울병원,급여,
TBA02025,20250401,CANCELLOUS BONE CHIP,10CC,1EA,195640,의료법인한라병원,CANCELLOUS BONE,의료법인한라병원,급여,
TBA02055,20250401,CANCELLOUS BONE CHIP,10CC,1EA,190800,충남대학교병원,CANCELLOUS BONE,충남대학교병원,급여,
TBA02060,20250401,CANCELLOUS CHIP,10CC,1EA,279500,주식회사올소테크,CANCELLOUS BONE,주식회사올소테크,급여,
TBA02067,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,서울메디칼,급여,
TBA02068,20250401,CANCELLOUS CHIP,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,엘앤씨바이오,급여,
TBA02069,20250401,CANCELLOUS BONE CHIP,10CC,1EA,195640,(재)한국공공조직은행 양산부산대조직은행,CANCELLOUS BONE,(재)한국공공조직은행 양산부산대조직은행,급여,
TBA02071,20250401,CANCELLOUS BONE CHIP,10CC,1EA,195640,(재)한국공공조직은행 빛고을전남대조직은행,CANCELLOUS BONE,(재)한국공공조직은행 빛고을전남대조직은행,급여,
TBA02074,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜맥스메디팜,급여,
TBA02077,20250401,CANCELLOUS CHIP,10CC,1EA,279500,ALLOSOURCE,CANCELLOUS BONE,㈜알로메드,급여,
TBA02078,20250401,CANCELLOUS BONE CHIP,10CC,1EA,251540,(재)한국공공조직은행   성남조직은행,CANCELLOUS BONE,(재)한국공공조직은행   성남조직은행,급여,
TBA02080,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)코어메드,급여,
TBA02081,20250401,CANCELLOUS CUBES,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)코어메드,급여,
TBA02082,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜코어메드,급여,
TBA02083,20250401,CANCELLOUS CUBES,10CC,1EA,279500,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜코어메드,급여,
TBA02084,20250401,SURECHIP,10CC,1EA,279500,한스바이오메드,CANCELLOUS BONE,한스바이오메드,급여,
TBA02085,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,ALLOSOURCE,CANCELLOUS BONE,한스바이오메드,급여,
TBA02086,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)인터메드,급여,
TBA02088,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,㈜메디알로,급여,
TBA02090,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,주식회사 리젠바이오,급여,
TBA02091,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA ,CANCELLOUS BONE,(주)알로젠,급여,
TBA02092,20250401,CANCELLOUS CUBE,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA ,CANCELLOUS BONE,(주)알로젠,급여,
TBA02095,20250401,CANCELLOUS CUBES,10CC,1EA,279500,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,주식회사 제이비엠그룹,급여,
TBA02096,20250401,A+OSS BONE CHIP/ A1 BONE CHIP,10CC,1EA,279500,(주)메드파크,CANCELLOUS BONE,(주)메드파크,급여,
TBA02098,20250401,OMNI BONE CHIP,10CC,1EA,279500,(주)케이엘엠바이오,CANCELLOUS BONE,(주)케이엘엠바이오,급여,
TBA02099,20250401,CANCELLOUS,10CC,1EA,279500,LIFELINK TISSUE BANK,CANCELLOUS BONE,(주)메디스톤,급여,
TBA02101,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,셀루메드,CANCELLOUS BONE,셀루메드,급여,
TBA02104,20250401,CANCELLOUS CRUSHED,10CC,1EA,279500,AZIYO BIOLOGICS/ LNC,CANCELLOUS BONE(CRUSHED),두성인터내셔날,급여,
TBA02107,20250401,SURECHIP,15CC,1EA,349370,한스바이오메드,CANCELLOUS BONE,한스바이오메드,급여,
TBA02109,20250401,CANCELLOUS CHIP/COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,시지바이오,급여,
TBA02167,20250401,CANCELLOUS CUBES,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,서울메디칼,급여,
TBA02168,20250401,CANCELLOUS CHIP,10CC,1EA,279500,엘앤씨바이오,CANCELLOUS BONE,엘앤씨바이오,급여,
TBA02174,20250401,CANCELLOUS CUBES,10CC,1EA,279500,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,㈜맥스메디팜,급여,
TBA02180,20250401,CANCELLOUS,10CC,1EA,279500,LIFELINK TISSUE BANK,CANCELLOUS BONE,코어메드,급여,
TBA02188,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,PINNACLE TRANSPLANT TECHNOLOGIES/ LLC,CANCELLOUS BONE,(주)메디알로,급여,
TBA02190,20250401,CANCELLOUS CUBES,10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,주식회사 리젠바이오,급여,
TBA02195,20250401,CANCELLOUS COARSE,10CC,1EA,279500,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,주식회사 제이비엠그룹,급여,
TBA02209,20250401,CANCELLOUS CHIPS,10cc,1EA,279500,TISSUE BANK INTERNATIONAL,CANCELLOUS BONE,시지바이오,급여,
TBA02268,20250401,CANCELLOUS CUBE,10CC,1EA,279500,엘앤씨바이오,CANCELLOUS BONE,엘앤씨바이오,급여,
TBA02274,20250401,CANCELLOUS CRUSHED,10cc,1EA,279500,AZIYO BIOLOGICS/ LNC.,CANCELLOUS BONE,(주)맥스메디팜,급여,
TBA02290,20250401,ENBONE CANCELLOUS COARSE,10CC,1EA,279500,주식회사 리젠바이오,CANCELLOUS BONE,주식회사 리젠바이오,급여,
TBA02309,20250401,CANCELLOUS(CHIP/CRUSHED/COARSE/CUBE),10CC,1EA,279500,DCI DONOR SERVICES TISSUE BANK,CANCELLOUS BONE,시지바이오,급여,
TBA02374,20250401,CANCELLOUS GRANULES,10cc,1EA,279500,AZIYO BIOLOGICS/ LNC.,CANCELLOUS BONE,(주)맥스메디팜,급여,
TBA02474,20250401,CANCELLOUS CRUSHED,15cc,1EA,349370,AZIYO BIOLOGICS/ LNC.,CANCELLOUS BONE,(주)맥스메디팜,급여,
TBA02502,20250401,CANCELLOUS (CHIP/COARSE/CRUSHED/CRUSHED COARSE/CUBE),10CC,1EA,279500,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA02574,20250401,CANCELLOUS GRANULES,15cc,1EA,349370,AZIYO BIOLOGICS/ LNC.,CANCELLOUS BONE,(주)맥스메디팜,급여,
TBA02602,20250401,CANCELLOUS CHIPS,10CC,1EA,279500,LIFELINK TISSUE BANK,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA02702,20250401,CRUSHED CANCELLOUS CHIPS,10cc,1EA,279500,LIFENET HEALTH,CANCELLOUS BONE,(주)준영메디칼,급여,
TBA03001,20250401,CANCELLOUS COARSE,15CC,1EA,349370,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,셀루메드,급여,
TBA03003,20250401,CANCELLOUS CHIPS,15CC,1EA,349370,MUSCULOSKELETAL TRANSPLANT FOUNDATION,CANCELLOUS BONE,한솔메디칼,급여,
TBA03004,20250401,CANCELLOUS CRUSHED,15CC,1EA,349370,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,두성인터내셔날(주),급여,
TBA03006,20250401,CANCELLOUS CRUSHED,15CC,1EA,349370,COMMUNITY BLOOD CENTER/COMMUNITY TISSUE SERVICES,CANCELLOUS BONE,킴스메디텍,급여,
TBA03007,20250401,CANCELLOUS CUBE,15CC,1EA,349370,ALLOSOURCE,CANCELLOUS BONE,한스바이오메드,급여,
TBA03008,20250401,CANCELLOUS BONE CHIP,15CC,1EA,349370,COMMUNITY BLOOD CENTER DBA SOLVITA,CANCELLOUS BONE,리쏘스티슈뱅크,급여,
TBA03009,20250401,CANCELLOUS BONE CHIP,15CC,1EA,349370,ALLOSOURCE,CANCELLOUS BONE,시지바이오,급여,
TBA03011,20250401,CANCELLOUS BONE CHIP,15CC,1EA,244560,(재)한국공공조직은행 서울성모조직은행,CANCELLOUS BONE,(재)한국공공조직은행 서울성모조직은행,급여,
TBA03013,20250401,HUMAN BONE CANCELLOUS BONE CHIP,15CC,1EA,244560,가톨릭대학교성빈센트병원,CANCELLOUS BONE,가톨릭대학교성빈센트병원,급여,
TBA03014,20250401,CANCELLOUS BONE CHIP,15CC,1EA,244560,경북대학교병원,CANCELLOUS BONE,경북대학교병원,급여,
TBA03019,20250401,CANCELLOUS BONE CHIP,15CC,1EA,244560,삼성서울병원,CANCELLOUS BONE,삼성서울병원,급여,
