코 드,적용일자,급여구분,상한가,사용장려비,투여경로,품명,규 격,단 위,제약회사명,분류번호,주성분코드,전문/일반,퇴장방지구분,약품동등구분,저가약대체여부,예외의약구분,임의조제불가,고시일자,대응코드,희귀의약품구분,
656004930,2026-01-01,급여,149,,내복,스테린투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,알리코제약(주),232,430102ATB,전문의약품,,,,,,2025-12-24,,,
656005440,2026-01-01,급여,338,,내복,리나글정(리나글립틴)_(5mg/1정),1,정,알리코제약(주),396,616401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
656204700,2026-01-01,급여,90,,내복,레바티렌정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,(주)바스칸바이오제약,232,430101ATB,전문의약품,,,,,,2025-12-24,,,
656205040,2026-01-01,급여,602,,내복,레토바정20밀리그램(아토르바스타틴칼슘수화물)_(21.7mg/1정),1,정,(주)바스칸바이오제약,218,111502ATB,전문의약품,,,,,,2025-12-24,,,
656700330,2026-01-01,급여,427,,내복,넬슨세픽심캡슐(세픽심수화물)_(0.1g/1캡슐),1,캡슐,한국넬슨제약(주),618,126301ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
656700844,2026-01-01,급여,19729,,외용,베데스타크림_(450g),450,g/병,한국넬슨제약(주),269,549300CCM,전문의약품,,,,,,2025-12-24,,,
656701950,2026-01-01,급여,442,,내복,넬슨세레콕시브캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐),1,캡슐,한국넬슨제약(주),114,347701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2015-06-12
656702040,2026-01-01,급여,590,,내복,메노빅사정(메만틴염산염)_(10mg/1정),1,정,한국넬슨제약(주),119,190001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
656702051,2026-01-01,급여,12035,,주사,넬악손주2그램(세프트리악손나트륨수화물)_(2g/1병),1,병,한국넬슨제약(주),618,128803BIJ,전문의약품,,,,,,2025-12-24,,,
656702060,2026-01-01,급여,893,,내복,넬슨도네페질정10밀리그램(도네페질염산염수화물)_(10.43mg/1정),1,정,한국넬슨제약(주),119,148601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
656702070,2026-01-01,급여,158,,내복,넬슨가바펜틴캡슐100밀리그램_(0.1g/1캡슐),1,캡슐,한국넬슨제약(주),113,164201ACH,전문의약품,,,,,,2025-12-24,,,
656702170,2026-01-01,급여,149,,내복,넬티렌투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,한국넬슨제약(주),232,430102ATB,전문의약품,,,,,,2025-12-24,,,
657200060,2026-01-01,급여,192,,내복,뉴렙톨캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),1,캡슐,환인제약(주),113,164201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200070,2026-01-01,급여,391,,내복,뉴렙톨캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),1,캡슐,환인제약(주),113,164202ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200140,2026-01-01,급여,434,,내복,라피덤정(테르비나핀염산염)_(0.140625g/1정),1,정,환인제약(주),629,235747ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200220,2026-01-01,급여,170,,내복,리페리돈정0.5밀리그램(리스페리돈)_(0.5mg/1정),1,정,환인제약(주),117,224204ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200230,2026-01-01,급여,221,,내복,리페리돈정1밀리그램(리스페리돈)_(1mg/1정),1,정,환인제약(주),117,224201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200240,2026-01-01,급여,332,,내복,리페리돈정2밀리그램(리스페리돈)_(2mg/1정),1,정,환인제약(주),117,224202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200250,2026-01-01,급여,390,,내복,리페리돈정3밀리그램(리스페리돈)_(3mg/1정),1,정,환인제약(주),117,224203ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200310,2026-01-01,급여,82,,내복,바렙톨서방정(발프로산나트륨)_(0.3g/1정),1,정,환인제약(주),113,229705ATR,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200380,2026-01-01,급여,178,,내복,세로필캡슐(아세브로필린)_(0.1g/1캡슐),1,캡슐,환인제약(주),229,100701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200480,2026-01-01,급여,90,,내복,알프람정0.4밀리그램(알프라졸람)_(0.4mg/1정),1,정,환인제약(주),117,105504ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
657200490,2026-01-01,급여,96,,내복,알프람정0.5밀리그램(알프라졸람)_(0.5mg/1정),1,정,환인제약(주),117,105505ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
657200630,2026-01-01,급여,1222,,주사,유바실린주750밀리그램(주사용설박탐나트륨·암피실린나트륨)_(1병),1,병,환인제약(주),619,328500BIJ,전문의약품,,,,(52),,2025-12-24,,,
657200640,2026-01-01,급여,1822,,주사,유바실린주1.5그램(주사용설박탐나트륨·암피실린나트륨)_(1병),1,병,환인제약(주),619,328600BIJ,전문의약품,,,,(52),,2025-12-24,,,
657200670,2026-01-01,급여,146,,내복,졸피람정10밀리그램(졸피뎀타르타르산염)_(10mg/1정),1,정,환인제약(주),112,250501ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
657200760,2026-01-01,급여,458,,내복,탐스핀캡슐(탐스로신염산염)_(0.2mg/1캡슐),1,캡슐,환인제약(주),259,234601ACR,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200790,2026-01-01,급여,270,,내복,토피라트정25밀리그램(토피라메이트)_(25mg/1정),1,정,환인제약(주),113,241803ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200800,2026-01-01,급여,750,,내복,토피라트정100밀리그램(토피라메이트)_(0.1g/1정),1,정,환인제약(주),113,241801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200830,2026-01-01,급여,119,,내복,트리람정0.25밀리그램(트리아졸람)_(0.25mg/1정),1,정,환인제약(주),112,243502ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
657200850,2026-01-01,급여,129,,내복,페니드정5밀리그램(메틸페니데이트염산염)_(5mg/1정),1,정,환인제약(주),115,193202ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
657200860,2026-01-01,급여,171,,내복,페니드정10밀리그램(메틸페니데이트염산염)_(10mg/1정),1,정,환인제약(주),115,193201ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
657200970,2026-01-01,급여,100,,내복,펩스리드정(레보설피리드)_(25mg/1정),1,정,환인제약(주),239,183501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200980,2026-01-01,급여,197,,내복,폭세틴캡슐10밀리그램(플루옥세틴염산염)_(11.2mg/1캡슐),1,캡슐,환인제약(주),117,161501ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657200990,2026-01-01,급여,249,,내복,폭세틴캡슐20밀리그램(플루옥세틴염산염)_(22.4mg/1캡슐),1,캡슐,환인제약(주),117,161502ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201040,2026-01-01,급여,133,,내복,환인아캄프로세이트정(아캄프로세이트칼슘)_(0.333g/1정),1,정,환인제약(주),119,100501ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201130,2026-01-01,급여,527,,내복,쿠에타핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),1,정,환인제약(주),117,378602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201170,2026-01-01,급여,714,,내복,쿠에타핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),1,정,환인제약(주),117,378603ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201180,2026-01-01,급여,231,,내복,쿠에타핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),1,정,환인제약(주),117,378601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201230,2026-01-01,급여,1180,,내복,환인도네페질정10밀리그램(도네페질염산염수화물)_(10.43mg/1정),1,정,환인제약(주),119,148601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201240,2026-01-01,급여,792,,내복,환인도네페질정5밀리그램(도네페질염산염수화물)_(5.215mg/1정),1,정,환인제약(주),119,148602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201260,2026-01-01,급여,714,,내복,쿠에타핀정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),1,정,환인제약(주),117,378604ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201290,2026-01-01,급여,648,,내복,유니발탄정160밀리그램(발사르탄)_(0.16g/1정),1,정,환인제약(주),214,247102ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657201410,2026-01-01,급여,90,,내복,가스몬정(모사프리드시트르산염수화물)_(5.29mg/1정),1,정,환인제약(주),239,421001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2011-03-09
657202140,2026-01-01,급여,1393,,내복,발크로버정500밀리그램(발라시클로비르염산염수화물)_(0.5978g/1정),1,정,환인제약(주),629,246701ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2011-02-28
657202160,2026-01-01,급여,837,,내복,자이레핀정10밀리그램(올란자핀)_(10mg/1정),1,정,환인제약(주),117,204001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202170,2026-01-01,급여,312,,내복,유니발탄정80밀리그램(발사르탄)_(80mg/1정),1,정,환인제약(주),214,247101ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202190,2026-01-01,급여,422,,내복,판토스탁정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정),1,정,환인제약(주),232,208802ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202200,2026-01-01,급여,407,,내복,자이레핀정2.5밀리그램(올란자핀)_(2.5mg/1정),1,정,환인제약(주),117,204004ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202210,2026-01-01,급여,533,,내복,자이레핀정5밀리그램(올란자핀)_(5mg/1정),1,정,환인제약(주),117,204002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202280,2026-01-01,급여,840,,내복,아리피졸정15밀리그램(아리피프라졸)_(15mg/1정),1,정,환인제약(주),117,451502ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2014-03-17
657202290,2026-01-01,급여,840,,내복,아리피졸정10밀리그램(아리피프라졸)_(10mg/1정),1,정,환인제약(주),117,451501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2014-03-17
657202330,2026-01-01,급여,495,,내복,프리렙톨캡슐75mg(프레가발린)_(75mg/1캡슐),1,캡슐,환인제약(주),119,480401ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202340,2026-01-01,급여,630,,내복,프리렙톨캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),1,캡슐,환인제약(주),119,480402ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202360,2026-01-01,급여,999,,내복,환인날트렉손정50밀리그램(날트렉손염산염)_(50mg/1정),1,정,환인제약(주),392,199201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202380,2026-01-01,급여,656,,내복,몬테펙트정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),1,정,환인제약(주),149,374602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202400,2026-01-01,급여,426,,내복,아리피졸정5밀리그램(아리피프라졸)_(5mg/1정),1,정,환인제약(주),117,451503ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2014-03-17
657202410,2026-01-01,급여,468,,내복,케프렙톨정250밀리그램(레비티라세탐)_(0.25g/1정),1,정,환인제약(주),113,488502ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202420,2026-01-01,급여,628,,내복,케프렙톨정500밀리그램(레비티라세탐)_(0.5g/1정),1,정,환인제약(주),113,488501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202430,2026-01-01,급여,934,,내복,케프렙톨정1000밀리그램(레비티라세탐)_(1g/1정),1,정,환인제약(주),113,488503ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202460,2026-01-01,급여,481,,내복,환인레보플록사신정100밀리그램(레보플록사신수화물)_(0.1g/1정),1,정,환인제약(주),629,183201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202481,2026-01-01,급여,50182,,주사,프로이반주(이반드론산나트륨일수화물)_(3.375mg/3mL),3,mL/관,환인제약(주),399,480330BIJ,전문의약품,,,,,,2025-12-24,,,
657202490,2026-01-01,급여,751,,내복,환인아토목세틴캡슐10밀리그램(아토목세틴염산염)_(11.43mg/1캡슐),1,캡슐,환인제약(주),119,489601ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202500,2026-01-01,급여,751,,내복,환인아토목세틴캡슐18밀리그램(아토목세틴염산염)_(20.57mg/1캡슐),1,캡슐,환인제약(주),119,489602ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202510,2026-01-01,급여,779,,내복,환인아토목세틴캡슐25밀리그램(아토목세틴염산염)_(28.57mg/1캡슐),1,캡슐,환인제약(주),119,489603ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202520,2026-01-01,급여,851,,내복,환인아토목세틴캡슐40밀리그램(아토목세틴염산염)_(45.71mg/1캡슐),1,캡슐,환인제약(주),119,489604ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202530,2026-01-01,급여,851,,내복,환인아토목세틴캡슐60밀리그램(아토목세틴염산염)_(68.56mg/1캡슐),1,캡슐,환인제약(주),119,489605ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202540,2026-01-01,급여,958,,내복,스타포지정10/160밀리그램_(1정),1,정,환인제약(주),214,495800ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202570,2026-01-01,급여,1239,,외용,리바메론패취10(리바스티그민)_(3.15X3.2㎠/1매),1,매,환인제약(주),119,224507CPC,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2014-09-11
657202580,2026-01-01,급여,1124,,외용,리바메론패취5(리바스티그민)_(2.1X2.37㎠/1매),1,매,환인제약(주),119,224506CPC,전문의약품,,,,,,2025-12-24,,,2014-09-11
657202660,2026-01-01,급여,851,,내복,환인아토목세틴캡슐80밀리그램(아토목세틴염산염)_(91.42mg/1캡슐),1,캡슐,환인제약(주),119,489606ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202680,2026-01-01,급여,671,,내복,로바스로정20밀리그램(로수바스타틴칼슘(미분화))_(20.8mg/1정),1,정,환인제약(주),218,454002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2014-04-11
657202700,2026-01-01,급여,546,,내복,환인날트렉손정25밀리그램(날트렉손염산염)_(25mg/1정),1,정,환인제약(주),392,199202ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202720,2026-01-01,급여,191,,내복,듀로셉톨캡슐30밀리그램(둘록세틴염산염)_(33.645mg/1캡슐),1,캡슐,환인제약(주),117,495501ACE,전문의약품,,,,,,2025-12-24,,,
657202730,2026-01-01,급여,296,,내복,듀로셉톨캡슐60밀리그램(둘록세틴염산염)_(67.29mg/1캡슐),1,캡슐,환인제약(주),117,495502ACE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202740,2026-01-01,급여,549,,내복,환인메만틴정10밀리그램(메만틴염산염)_(10mg/1정),1,정,환인제약(주),119,190001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202770,2026-01-01,급여,453,,내복,환인라베프라졸정10밀리그램_(10mg/1정),1,정,환인제약(주),232,222201ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202790,2026-01-01,급여,1152,,내복,클로피오정(클로피도그렐황산염)_(97.875mg/1정),1,정,환인제약(주),218,136901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202800,2026-01-01,급여,238,,내복,아리피졸정2밀리그램(아리피프라졸)_(2mg/1정),1,정,환인제약(주),117,451504ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202810,2026-01-01,급여,3011,,내복,환인도네페질정23밀리그램(도네페질염산염수화물)_(23.99mg/1정),1,정,환인제약(주),119,148603ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
657202820,2026-01-01,급여,1247,,내복,아리피졸정30밀리그램(아리피프라졸)_(30mg/1정),1,정,환인제약(주),117,451505ATB,전문의약품,,,,,,2025-12-24,,,
657202830,2026-01-01,급여,419,,내복,알포세틴정(콜린알포세레이트)_(0.4g/1정),1,정,환인제약(주),119,138101ATB,전문의약품,,,,,,2025-12-24,,,
